customer id,customer name,total_orders,total_customer_sales,total_customer_profit,CUSTOMER_SEGMENT
AB-10105,Adrian Barton,33,22966.78,6912.6144999999988,LOYAL CUSTOMER
PB-19150,Philip Brown,33,7907.2555600000005,460.19616000000008,LOYAL CUSTOMER
CK-12595,Clytie Kelty,33,16480.866180000005,2175.8459799999991,LOYAL CUSTOMER
EP-13915,Emily Phan,33,16283.35773999999,2159.5847399999989,LOYAL CUSTOMER
ON-18715,Odella Nelson,33,17763.948240000005,3779.1692400000006,LOYAL CUSTOMER
SW-20275,Scott Williamson,33,15564.966700000004,884.9292,LOYAL CUSTOMER
BG-11035,Barry Gonzalez,33,19899.147400000005,1749.982,LOYAL CUSTOMER
MM-17920,Michael Moore,33,20383.654,1824.2190000000003,LOYAL CUSTOMER
MG-17875,Michael Grace,33,14452.820619999999,-133.48078,LOYAL CUSTOMER
PN-18775,Parhena Norris,33,11370.465219999998,1729.7528199999995,LOYAL CUSTOMER
TG-21640,Trudy Glocke,33,13973.7773,1989.9868000000006,LOYAL CUSTOMER
PS-18970,Paul Stevenson,33,18222.404819999996,2205.4257199999997,LOYAL CUSTOMER
MC-18100,Mick Crebagga,33,11353.746599999999,130.70980000000009,LOYAL CUSTOMER
MC-17575,Matt Collins,33,14281.653059999999,966.02936000000045,LOYAL CUSTOMER
SH-20395,Shahid Hopkins,33,12849.173840000001,1112.06294,LOYAL CUSTOMER
JS-16030,Joy Smith,32,19218.812980000002,-675.4485199999998,LOYAL CUSTOMER
AB-10060,Adam Bellavance,32,18416.5504,4514.0589,LOYAL CUSTOMER
RB-19330,Randy Bradley,32,18359.768619999995,3737.5864200000005,LOYAL CUSTOMER
TT-21460,Tonja Turnell,32,18432.013459999995,2390.9353600000013,LOYAL CUSTOMER
BP-11095,Bart Pistole,32,8327.8696,599.43069999999989,LOYAL CUSTOMER
EB-13975,Erica Bern,32,13405.601299999998,2653.5443999999998,LOYAL CUSTOMER
JG-15160,James Galang,32,19963.41,4498.9943999999987,LOYAL CUSTOMER
KT-16465,Kean Takahito,32,15725.036200000004,589.5894,LOYAL CUSTOMER
DO-13435,Denny Ordway,32,15280.885499999999,3207.4254,LOYAL CUSTOMER
NF-18385,Natalie Fritzler,32,28044.3595,1362.2721,LOYAL CUSTOMER
SC-20770,Stewart Carmichael,32,14495.114080000001,445.74967999999978,LOYAL CUSTOMER
SJ-20215,Sarah Jordon,32,14709.69868,2332.8089799999993,LOYAL CUSTOMER
ST-20530,Shui Tom,32,14064.011059999997,2074.5629599999997,LOYAL CUSTOMER
JB-16000,Joy Bell-,32,22127.181119999994,2936.3772200000008,LOYAL CUSTOMER
NM-18445,Nathan Mautz,32,20223.2359,5095.1568000000007,LOYAL CUSTOMER
VM-21685,Valerie Mitchum,32,13708.122320000002,-1550.8367800000005,LOYAL CUSTOMER
DK-12835,Damala Kotsonis,32,17590.554700000004,2632.1874999999991,LOYAL CUSTOMER
ES-14020,Erica Smith,32,12827.27294,2761.3884400000006,LOYAL CUSTOMER
AS-10090,Adam Shillingsburg,32,15009.472719999994,1344.9601199999995,LOYAL CUSTOMER
JD-15895,Jonathan Doherty,32,16711.324220000002,1430.5470199999997,LOYAL CUSTOMER
JH-15910,Jonathan Howell,32,12532.717699999997,1635.3961999999995,LOYAL CUSTOMER
SD-20485,Shirley Daniels,32,16802.064899999994,3430.9181,LOYAL CUSTOMER
OT-18730,Olvera Toch,32,19493.765660000005,1797.7613599999997,LOYAL CUSTOMER
DM-12955,Dario Medina,32,19862.575919999992,2206.22022,LOYAL CUSTOMER
SG-20605,Speros Goranitis,32,10128.538559999997,1329.6055599999997,LOYAL CUSTOMER
TS-21205,Thomas Seio,32,13888.62492,2350.4426200000003,LOYAL CUSTOMER
SS-20140,Saphhira Shifley,32,20138.603040000005,-1517.71626,LOYAL CUSTOMER
HJ-14875,Heather Jas,32,14312.796199999995,2324.021,LOYAL CUSTOMER
BD-11320,Bill Donatelli,32,13390.266999999998,1409.6197000000002,LOYAL CUSTOMER
CC-12220,Chris Cortes,32,7308.7328000000016,1315.8066000000003,LOYAL CUSTOMER
AB-10015,Aaron Bergman,32,20037.4975,3719.4880000000007,LOYAL CUSTOMER
SL-20155,Sara Luxemburg,32,14380.690999999997,1244.1905000000002,LOYAL CUSTOMER
AP-10915,Arthur Prichep,32,15877.8603,2420.1056,LOYAL CUSTOMER
MF-18250,Monica Federle,32,20425.2996,2272.4103999999993,LOYAL CUSTOMER
TG-21310,Toby Gnade,32,12305.231599999997,2742.9200000000005,LOYAL CUSTOMER
DR-12880,Dan Reichenbach,32,14415.3383,2112.6456,LOYAL CUSTOMER
RD-19585,Rob Dowd,31,16315.1079,2450.5696999999996,LOYAL CUSTOMER
EA-14035,Erin Ashbrook,31,11387.06772,867.17212000000029,LOYAL CUSTOMER
SV-20365,Seth Vernon,31,22376.447479999995,1964.5016800000005,LOYAL CUSTOMER
TB-21625,Trudy Brown,31,13266.197100000001,1867.5211,LOYAL CUSTOMER
ED-13885,Emily Ducich,31,18018.879000000004,2933.2625000000003,LOYAL CUSTOMER
LB-16795,Laurel Beltran,31,24589.870219999986,4515.3832200000006,LOYAL CUSTOMER
EH-14125,Eugene Hildebrand,31,17408.31362,2105.8908199999996,LOYAL CUSTOMER
JH-15820,John Huston,31,23586.720499999996,4829.672700000001,LOYAL CUSTOMER
GM-14680,Greg Matthias,31,12010.609439999997,-1804.8220599999997,LOYAL CUSTOMER
TS-21340,Toby Swindell,31,16997.029480000005,2377.1185800000003,LOYAL CUSTOMER
CS-11950,Carlos Soltero,31,14222.971339999996,-1148.07796,LOYAL CUSTOMER
BH-11710,Brosina Hoffman,31,23537.334999999995,3243.9438,LOYAL CUSTOMER
TT-21070,Ted Trevino,31,15673.063900000001,1698.3986000000004,LOYAL CUSTOMER
CL-11890,Carl Ludwig,31,17622.411360000002,-247.73794000000069,LOYAL CUSTOMER
GH-14425,Gary Hwang,31,20039.762999999995,3375.2250999999997,LOYAL CUSTOMER
KE-16420,Katrina Edelman,31,12928.686720000002,1186.1554200000003,LOYAL CUSTOMER
PW-19030,Pauline Webber,31,12810.058460000004,2322.39936,LOYAL CUSTOMER
AB-10255,Alejandro Ballentine,31,10786.716399999998,-43.23810000000001,LOYAL CUSTOMER
RF-19840,Roy Französisch,31,15077.475679999998,3052.1697800000006,LOYAL CUSTOMER
BF-11170,Ben Ferrer,31,22314.840440000004,3859.2211399999997,LOYAL CUSTOMER
SP-20620,Stefania Perrino,31,19113.670700000002,242.0535000000001,LOYAL CUSTOMER
SC-20680,Steve Carroll,31,13477.055279999997,1165.4330800000005,LOYAL CUSTOMER
DJ-13510,Don Jones,31,15420.287899999998,2695.8619999999992,LOYAL CUSTOMER
CL-12700,Craig Leslie,31,17943.6508,2563.4447,LOYAL CUSTOMER
SW-20755,Steven Ward,31,23321.579999999994,2295.7056000000002,LOYAL CUSTOMER
JH-16180,Justin Hirsh,31,18267.0064,2588.279399999999,LOYAL CUSTOMER
DP-13000,Darren Powers,31,13882.7624,-949.60119999999984,LOYAL CUSTOMER
MC-17845,Michael Chen,31,14947.884020000001,1064.3074199999994,LOYAL CUSTOMER
MK-17905,Michael Kennedy,31,13202.4489,-139.19499999999991,LOYAL CUSTOMER
SB-20185,Sarah Brown,31,21034.461720000003,1445.3581199999999,LOYAL CUSTOMER
CA-12265,Christina Anderson,31,18472.6689,3270.7200000000003,LOYAL CUSTOMER
CS-12355,Christine Sundaresam,31,9240.8969999999972,-115.63179999999988,LOYAL CUSTOMER
FM-14215,Filia McAdams,31,14353.397799999999,1000.9705999999999,LOYAL CUSTOMER
DS-13180,David Smith,31,13447.411999999997,1669.7884999999992,LOYAL CUSTOMER
AH-10690,Anna Häberlin,31,16276.16112,2795.8437200000003,LOYAL CUSTOMER
JH-15430,Jennifer Halladay,31,11806.196300000005,1477.1982,LOYAL CUSTOMER
CY-12745,Craig Yedwab,31,13928.4683,1721.2589999999991,LOYAL CUSTOMER
AS-10240,Alan Shonely,31,9006.6663600000011,630.38416000000007,LOYAL CUSTOMER
BE-11410,Bobby Elias,30,16552.069959999997,3398.0970599999996,LOYAL CUSTOMER
EB-13705,Ed Braxton,30,12382.284100000003,894.0076,LOYAL CUSTOMER
TP-21565,Tracy Poddar,30,12429.801300000001,1650.4900000000005,LOYAL CUSTOMER
LC-17140,Logan Currie,30,13128.243759999998,1454.40696,LOYAL CUSTOMER
JL-15835,John Lee,30,22594.042999999998,1576.5369999999998,LOYAL CUSTOMER
PP-18955,Paul Prost,30,21884.184599999997,2902.392,LOYAL CUSTOMER
PF-19225,Phillip Flathmann,30,11915.199700000001,1613.6235000000004,LOYAL CUSTOMER
CC-12475,Cindy Chapman,30,17159.800459999995,3120.1634599999993,LOYAL CUSTOMER
JF-15490,Jeremy Farry,30,9234.53286,1048.3175599999997,LOYAL CUSTOMER
AM-10705,Anne McFarland,30,24218.5645,2728.6451000000006,LOYAL CUSTOMER
CS-12490,Cindy Schnelling,30,11110.4965,-422.25810000000007,LOYAL CUSTOMER
RD-19720,Roger Demir,30,10902.5255,1897.1189000000004,LOYAL CUSTOMER
NP-18685,Nora Pelletier,30,11363.4332,308.26689999999996,LOYAL CUSTOMER
SC-20725,Steven Cartwright,30,13975.424079999999,1874.8253800000007,LOYAL CUSTOMER
AS-10285,Alejandro Savely,30,16179.862460000002,1794.86406,LOYAL CUSTOMER
ME-17320,Maria Etezadi,30,24527.029000000013,3359.6504999999993,LOYAL CUSTOMER
ML-17410,Maris LaWare,30,14981.704299999994,1338.5888000000002,LOYAL CUSTOMER
LD-16855,Lela Donovan,30,13361.932579999999,1813.1926800000003,LOYAL CUSTOMER
SC-20050,Sample Company A,30,16813.219020000004,-340.4286799999997,LOYAL CUSTOMER
FM-14290,Frank Merwin,30,14382.319220000003,2191.5807200000008,LOYAL CUSTOMER
LT-16765,Larry Tron,30,17253.782939999997,3948.6629400000011,LOYAL CUSTOMER
DM-13015,Darrin Martin,30,15626.531799999999,1530.8618999999999,LOYAL CUSTOMER
EM-14140,Eugene Moren,30,21507.291260000005,3683.1207599999993,LOYAL CUSTOMER
BD-11725,Bruce Degenhardt,30,10877.827000000005,1574.1360999999997,LOYAL CUSTOMER
SJ-20125,Sanjit Jacobs,30,10562.092000000004,1463.3748999999998,LOYAL CUSTOMER
BB-10990,Barry Blumstein,30,9064.5327,177.06660000000014,LOYAL CUSTOMER
SA-20830,Sue Ann Reed,30,15622.378660000006,1411.24676,LOYAL CUSTOMER
MC-17425,Mark Cousins,30,15055.405180000002,3980.5574800000004,LOYAL CUSTOMER
CS-12250,Chris Selesnick,30,12496.105300000003,2210.8318999999992,LOYAL CUSTOMER
CL-12565,Clay Ludtke,30,17008.135879999998,614.58298000000048,LOYAL CUSTOMER
CP-12340,Christine Phan,30,20109.469280000005,182.97137999999995,LOYAL CUSTOMER
CC-12370,Christopher Conant,30,28229.851400000003,3982.9287,LOYAL CUSTOMER
MB-18085,Mick Brown,30,14744.230880000001,2236.3055799999993,LOYAL CUSTOMER
TC-21535,Tracy Collins,30,8888.0601,1738.6551000000006,LOYAL CUSTOMER
HG-14845,Harry Greene,30,21228.554520000009,-824.01027999999985,LOYAL CUSTOMER
RD-19810,Ross DeVincentis,30,7091.0999600000014,1417.2764600000003,LOYAL CUSTOMER
FH-14365,Fred Hopkins,30,27649.326520000002,4101.91312,LOYAL CUSTOMER
MV-18190,Mike Vittorini,30,15577.0356,1178.6598000000001,LOYAL CUSTOMER
GT-14710,Greg Tran,30,34471.89028,5164.8471800000007,LOYAL CUSTOMER
VW-21775,Victoria Wilson,30,15785.377400000001,41.8949,LOYAL CUSTOMER
TS-21610,Troy Staebel,30,20565.950000000008,1614.1479,LOYAL CUSTOMER
JW-15955,Joni Wasserman,30,10640.8287,624.79679999999973,LOYAL CUSTOMER
MD-17350,Maribeth Dona,30,16455.32732,1040.95532,LOYAL CUSTOMER
AJ-10945,Ashley Jarboe,29,11087.023999999994,1567.6392000000005,LOYAL CUSTOMER
LH-16900,Lena Hernandez,29,12098.37728,995.39798000000019,LOYAL CUSTOMER
JM-15865,John Murray,29,20841.9465,2234.2469000000006,LOYAL CUSTOMER
HG-15025,Hunter Glantz,29,14737.8066,1357.6439,LOYAL CUSTOMER
NC-18625,Noah Childs,29,16901.51758,2229.91458,LOYAL CUSTOMER
AG-10495,Andrew Gjertsen,29,15380.310059999996,2749.0618599999993,LOYAL CUSTOMER
KD-16270,Karen Daniels,29,23204.267499999998,3914.2347000000004,LOYAL CUSTOMER
KB-16315,Karl Braun,29,14542.762279999999,1420.0875799999997,LOYAL CUSTOMER
TC-21295,Toby Carlisle,29,19391.898099999995,1263.5488,LOYAL CUSTOMER
SM-20950,Suzanne McNair,29,11552.77814,1009.4403399999999,LOYAL CUSTOMER
GH-14665,Greg Hansen,29,12921.451620000003,1877.9406199999994,LOYAL CUSTOMER
BS-11755,Bruce Stewart,29,17557.459499999997,1194.7291000000007,LOYAL CUSTOMER
JF-15565,Jill Fjeld,29,19844.14866,4329.94546,LOYAL CUSTOMER
KM-16660,Khloe Miller,29,10785.2626,888.34370000000013,LOYAL CUSTOMER
PR-18880,Patrick Ryan,29,13243.620820000007,1362.8254199999997,LOYAL CUSTOMER
PK-19075,Pete Kriz,29,17668.910499999998,2170.2641000000008,LOYAL CUSTOMER
AC-10615,Ann Chong,29,12729.724479999995,1160.6757799999998,LOYAL CUSTOMER
VP-21730,Victor Preis,29,11629.269000000002,2741.2058,LOYAL CUSTOMER
BW-11200,Ben Wallace,29,11862.36908,1567.8803800000003,LOYAL CUSTOMER
AT-10735,Annie Thurman,29,12984.104899999998,2516.7078999999994,LOYAL CUSTOMER
EH-14185,Evan Henry,29,12800.513819999996,1241.8905200000004,LOYAL CUSTOMER
MY-18295,Muhammed Yedwab,29,25570.494180000009,2553.67708,LOYAL CUSTOMER
AG-10900,Arthur Gainer,29,18174.17176,1879.7671599999999,LOYAL CUSTOMER
GD-14590,Giulietta Dortch,29,18005.0006,1826.5178999999998,LOYAL CUSTOMER
LC-16885,Lena Creighton,29,17058.814399999996,1325.4753,LOYAL CUSTOMER
MF-17665,Maureen Fritzler,29,13366.531340000003,1417.4658399999998,LOYAL CUSTOMER
JM-15265,Janet Molinari,29,15036.553700000002,2623.992,LOYAL CUSTOMER
FP-14320,Frank Preis,29,9939.0502000000015,840.64150000000029,LOYAL CUSTOMER
EH-13765,Edward Hooks,29,20259.916,1685.9613999999997,LOYAL CUSTOMER
CC-12430,Chuck Clark,29,13997.592559999997,2779.9208599999997,LOYAL CUSTOMER
AR-10510,Andrew Roberts,29,14277.885359999997,3518.9608599999988,LOYAL CUSTOMER
AG-10330,Alex Grayson,29,14534.506180000004,929.46707999999978,LOYAL CUSTOMER
BP-11290,Beth Paige,29,12448.899780000003,1858.8290800000004,LOYAL CUSTOMER
BM-11140,Becky Martin,29,25312.292699999998,-1140.6354,LOYAL CUSTOMER
MG-18205,Mitch Gastineau,29,16362.895599999998,1540.2312999999997,LOYAL CUSTOMER
BT-11485,Brad Thomas,29,8878.05054,1170.7539400000003,LOYAL CUSTOMER
CC-12610,Corey Catlett,29,16822.640000000007,2950.1930000000007,LOYAL CUSTOMER
BN-11470,Brad Norvell,29,23378.103879999995,1548.0409800000004,LOYAL CUSTOMER
TB-21055,Ted Butterfield,29,13671.710720000001,1026.2110200000002,LOYAL CUSTOMER
TC-21475,Tony Chapman,29,10722.526559999998,1181.2645600000005,LOYAL CUSTOMER
RD-19900,Ruben Dartt,29,13485.747999999998,2475.0832,LOYAL CUSTOMER
KN-16390,Katherine Nockton,29,19350.14634000001,4067.8225399999983,LOYAL CUSTOMER
LB-16735,Larry Blacks,29,12686.039219999999,1566.2419199999997,LOYAL CUSTOMER
RO-19780,Rose O'Brian,29,18833.435500000011,710.68589999999972,LOYAL CUSTOMER
AB-10165,Alan Barnes,29,11649.265000000001,2329.47,LOYAL CUSTOMER
CS-12175,Charles Sheldon,29,16706.0963,3114.0087999999992,LOYAL CUSTOMER
SH-19975,Sally Hughsby,29,10893.50994,987.22444000000019,LOYAL CUSTOMER
TN-21040,Tanja Norvell,29,9410.2640399999982,-732.49216000000024,LOYAL CUSTOMER
JC-15340,Jasper Cacioppo,29,17836.284600000003,239.28600000000014,LOYAL CUSTOMER
DK-13225,Dean Katz,29,9246.4686,898.32399999999961,LOYAL CUSTOMER
HD-14785,Harold Dahlen,29,16749.140200000005,1803.1441999999993,LOYAL CUSTOMER
LH-17155,Logan Haushalter,29,14063.489800000001,749.0709999999998,LOYAL CUSTOMER
MG-17890,Michael Granlund,29,13162.2489,-977.29790000000025,LOYAL CUSTOMER
DC-12850,Dan Campbell,29,9307.3655000000017,-659.5638,LOYAL CUSTOMER
FA-14230,Frank Atkinson,29,13535.062799999994,1245.2617000000005,LOYAL CUSTOMER
HM-14980,Henry MacAllister,29,12718.791599999999,1044.7111,LOYAL CUSTOMER
GG-14650,Greg Guthrie,28,12902.962760000002,1491.5912600000001,LOYAL CUSTOMER
MD-17860,Michael Dominguez,28,15575.648739999995,1596.3084400000005,LOYAL CUSTOMER
RS-19420,Ricardo Sperren,28,14047.149480000009,1771.0308799999998,LOYAL CUSTOMER
DG-13300,Deirdre Greer,28,13731.428000000002,2067.2561,LOYAL CUSTOMER
HF-14995,Herbert Flentye,28,9712.8698999999979,-474.87090000000006,LOYAL CUSTOMER
ML-17755,Max Ludwig,28,14425.104399999991,1577.4215999999997,LOYAL CUSTOMER
DB-13615,Doug Bickford,28,10031.456800000002,1995.2479999999998,LOYAL CUSTOMER
SP-20920,Susan Pistek,28,28124.212859999992,6649.6262599999973,LOYAL CUSTOMER
MP-17470,Mark Packer,28,12928.802800000003,2231.3580999999995,LOYAL CUSTOMER
TZ-21445,Tom Zandusky,28,14601.6714,116.72140000000005,LOYAL CUSTOMER
Dp-13240,Dean percer,28,22225.610319999996,3822.69412,LOYAL CUSTOMER
PS-18760,Pamela Stobb,28,15926.549399999993,1485.3093999999996,LOYAL CUSTOMER
DB-13360,Dennis Bolton,28,6919.8143600000012,848.44686,LOYAL CUSTOMER
KB-16405,Katrina Bavinger,28,13786.0925,723.99849999999969,LOYAL CUSTOMER
SF-20200,Sarah Foster,28,13019.629399999996,2214.1679999999992,LOYAL CUSTOMER
SG-20470,Sheri Gordon,28,10730.277300000003,1471.3288,LOYAL CUSTOMER
JC-16105,Julie Creighton,28,11079.10488,712.31407999999988,LOYAL CUSTOMER
EH-14005,Erica Hernandez,28,10374.938100000001,285.6473,LOYAL CUSTOMER
JL-15130,Jack Lebron,28,12908.499140000002,967.87754000000007,LOYAL CUSTOMER
CR-12625,Corey Roper,28,17271.205680000003,1478.5750799999998,LOYAL CUSTOMER
SV-20935,Susan Vittorini,28,15197.692700000001,1000.1729000000001,LOYAL CUSTOMER
CC-12670,Craig Carreira,28,9969.0278999999973,-549.58370000000014,LOYAL CUSTOMER
JD-16150,Justin Deggeller,28,18281.84948,1430.4488799999997,LOYAL CUSTOMER
MY-17380,Maribeth Yedwab,28,14724.147199999994,2926.3333000000002,LOYAL CUSTOMER
VP-21760,Victoria Pisteka,28,16935.563499999997,2016.1506999999995,LOYAL CUSTOMER
BC-11125,Becky Castell,28,14789.447000000002,2755.6784000000002,LOYAL CUSTOMER
TB-21250,Tim Brockman,28,11830.090700000004,2409.6901999999995,LOYAL CUSTOMER
MG-17680,Maureen Gastineau,28,16061.6441,892.43470000000013,LOYAL CUSTOMER
ME-17725,Max Engle,28,7839.8866,323.47619999999995,LOYAL CUSTOMER
KL-16645,Ken Lonsdale,28,22553.1085,812.61449999999991,LOYAL CUSTOMER
KM-16375,Katherine Murray,28,16394.460639999998,1194.4548400000003,LOYAL CUSTOMER
AS-10045,Aaron Smayling,28,12596.294400000004,660.9178,LOYAL CUSTOMER
NG-18430,Nathan Gelder,28,18970.414539999994,3320.695839999999,LOYAL CUSTOMER
JK-15325,Jason Klamczynski,28,17000.843319999993,2059.35902,LOYAL CUSTOMER
JF-15190,Jamie Frazer,28,17064.7075,4108.5474,LOYAL CUSTOMER
PG-18895,Paul Gonzalez,28,13941.6862,1270.0985000000007,LOYAL CUSTOMER
RH-19495,Rick Hansen,28,13295.748599999997,1457.3803000000007,LOYAL CUSTOMER
SC-20095,Sanjit Chand,28,25602.61,8106.2179000000015,LOYAL CUSTOMER
JJ-15760,Joel Jenkins,28,18103.641079999998,1755.5902799999992,LOYAL CUSTOMER
RB-19435,Richard Bierner,28,11618.075520000002,605.43942000000027,LOYAL CUSTOMER
HW-14935,Helen Wasserman,28,17199.201999999997,2653.6990999999994,LOYAL CUSTOMER
DJ-13420,Denny Joy,28,22142.431139999993,3173.1361399999996,LOYAL CUSTOMER
KH-16360,Katherine Hughes,28,9983.5094,1542.2224999999999,LOYAL CUSTOMER
MW-18220,Mitch Webber,28,20592.081299999994,3596.3133000000016,LOYAL CUSTOMER
LO-17170,Lori Olson,28,11256.3236,2319.7048000000004,LOYAL CUSTOMER
TC-20980,Tamara Chand,28,34218.269000000015,8787.4749000000047,LOYAL CUSTOMER
PF-19120,Peter Fuller,28,27993.04966,623.40136000000007,LOYAL CUSTOMER
PV-18985,Paul Van Hugh,28,12540.660999999998,2531.1434000000004,LOYAL CUSTOMER
AS-10225,Alan Schoenberger,28,21366.8987,2718.6598,LOYAL CUSTOMER
BP-11185,Ben Peterman,28,15376.031719999999,1989.4898199999993,LOYAL CUSTOMER
MV-17485,Mark Van Huff,27,10563.3673,1650.8830999999998,LOYAL CUSTOMER
BK-11260,Berenike Kampe,27,13294.687359999998,2389.45496,LOYAL CUSTOMER
LD-17005,Lisa DeCherney,27,11461.65464,1252.6420400000002,LOYAL CUSTOMER
DB-12910,Daniel Byrd,27,12338.2837,781.98950000000025,LOYAL CUSTOMER
KH-16630,Ken Heidel,27,7220.7045600000029,1205.6671599999997,LOYAL CUSTOMER
RD-19480,Rick Duston,27,16487.190899999998,3316.9349000000011,LOYAL CUSTOMER
AO-10810,Anthony O'Donnell,27,14537.796599999996,1028.3926000000001,LOYAL CUSTOMER
